company_name,customer_name,company_high_tech_market_segment,company_founded,company_estimated_revenue_range,company_number_of_employees,company_total_funding_amount,company_number_of_investors,company_country,company_number_of_portfolio,customer_high_tech_market_segment,customer_founded,customer_estimated_revenue_range,customer_number_of_employees,customer_total_funding_amount,customer_number_of_investors,customer_country,customer_number_of_portfolio,label
Elsys America,Thales,semiconductor,2000-01-01,$500M to $1B,501-1000,0.0,,United States,0.0,electrical & electronics,,,,,,France,,1
Emerson Network Power,Apple,semiconductor,,,,0.0,,United States,0.0,semiconductor,1976-04-01,,,0.0,,United States,0.0,1
Emerson Network Power,Microsoft,semiconductor,,,,0.0,,United States,0.0,semiconductor,1975-04-04,,,0.0,,United States,0.0,1
Ensilica Limited,Thomson,semiconductor,2001-01-01,$10M to $50M,51-100,0.0,,United Kingdom,0.0,electrical & electronics,,,,,,,,1
"Essential Solutions, Inc.",Applied Micro Circuits,semiconductor,,,,0.0,,,0.0,semiconductor,1979-01-01,,501-1000,0.0,1.0,United States,0.0,1
"Essential Solutions, Inc.",Broadcom,semiconductor,,,,0.0,,,0.0,semiconductor,1991-01-01,,10001+,0.0,1.0,United States,0.0,1
"Essential Solutions, Inc.",Ikanos,semiconductor,,,,0.0,,,0.0,semiconductor,1999-01-01,,101-500,0.0,15.0,United States,0.0,1
Eureka,Agilent Technologies,semiconductor,1996-01-01,$22.7M,,0.0,,,0.0,semiconductor,1999-01-01,,10001+,0.0,,United States,0.0,1
Eureka,Broadcom,semiconductor,1996-01-01,$22.7M,,0.0,,,0.0,semiconductor,1991-01-01,,10001+,0.0,1.0,United States,0.0,1
Eureka,Hewlett Packard,semiconductor,1996-01-01,$22.7M,,0.0,,,0.0,semiconductor,1939-01-01,,,0.0,,United States,0.0,1
Eureka,Intel,semiconductor,1996-01-01,$22.7M,,0.0,,,0.0,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,1
Eureka,NTT Electronics,semiconductor,1996-01-01,$22.7M,,0.0,,,0.0,semiconductor,1982-01-06,,,0.0,,,0.0,1
Eureka,Olympus,semiconductor,1996-01-01,$22.7M,,0.0,,,0.0,semiconductor,,$7.7M,10001+,0.0,,Japan,0.0,1
Eureka,Siemens,semiconductor,1996-01-01,$22.7M,,0.0,,,0.0,semiconductor,,,,0.0,,Germany,0.0,1
Exnodes Inc.,Samsung,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,electrical & electronics,,,,,,South Korea,,1
Exnodes Inc.,SK Hynix,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,1983-02-01,,10001+,0.0,,,0.0,1
Exnodes Inc.,Intel,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,1
Exnodes Inc.,Micron Technology,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,1978-01-01,,10001+,0.0,2.0,United States,0.0,1
Exnodes Inc.,Toshiba,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,electrical & electronics,,,,,,Japan,,1
Exnodes Inc.,TSMC,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,1987-01-01,,10001+,0.0,,Taiwan,0.0,1
Exnodes Inc.,UMC,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,,$10M to $50M,101-500,0.0,,,0.0,1
Exnodes Inc.,SMIC,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,2000-04-01,,,0.0,,China,0.0,1
Exnodes Inc.,Soitec,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,,,,0.0,,France,0.0,1
Exnodes Inc.,Applied Materials,semiconductor,2014-01-01,$1M to $10M,01-10,0.0,5.0,United States,0.0,semiconductor,1967-11-10,,5001-10000,0.0,1.0,United States,0.0,1
FASTech Integration,Cabot Microelectronics Corporation,semiconductor,,,,0.0,,United States,0.0,semiconductor,2000-01-01,,1001-5000,0.0,,United States,0.0,1
Faststream Technologies,Cannon,semiconductor,2007-05-01,,51-100,0.0,,United States,0.0,semiconductor,1920-01-01,$10M to $50M,101-500,0.0,,,0.0,1
Flex Logix Technologies  Inc.,Boeing,semiconductor,2014-01-01,$1M,11-50,0.0,3.0,United States,0.0,semiconductor,,$153.1B,10001+,0.0,73.0,,0.0,1
GemVax,Samsung,semiconductor,1980-01-01,,,0.0,,,0.0,electrical & electronics,,,,,,South Korea,,1
GemVax,Siemens,semiconductor,1980-01-01,,,0.0,,,0.0,semiconductor,,,,0.0,,Germany,0.0,1
GemVax,LG,semiconductor,1980-01-01,,,0.0,,,0.0,semiconductor,1958-10-01,,10001+,0.0,,,0.0,1
General Instrument,Hitachi,semiconductor,1997-01-01,,5001-10000,0.0,,United States,0.0,semiconductor,1959-01-01,,,0.0,,Japan,0.0,1
General Instrument,Samsung,semiconductor,1997-01-01,,5001-10000,0.0,,United States,0.0,electrical & electronics,,,,,,South Korea,,1
General Instrument,ABB,semiconductor,1997-01-01,,5001-10000,0.0,,United States,0.0,semiconductor,,$250 Mil. and over,,0.0,,,0.0,1
General Instrument,Siemens,semiconductor,1997-01-01,,5001-10000,0.0,,United States,0.0,semiconductor,,,,0.0,,Germany,0.0,1
Gifkorea,Microsoft,semiconductor,,,,0.0,,,0.0,semiconductor,1975-04-04,,,0.0,,United States,0.0,1
Gifkorea,Cisco,semiconductor,,,,0.0,,,0.0,electrical & electronics,,,,,,United States,,1
GlobalFoundries,AMD,semiconductor,1987-01-01,,10001+,0.0,,United States,0.0,semiconductor,,,,0.0,,,0.0,1
GlobalFoundries,Broadcom,semiconductor,1987-01-01,,10001+,0.0,,United States,0.0,semiconductor,1991-01-01,,10001+,0.0,1.0,United States,0.0,1
GlobalFoundries,Qualcomm,semiconductor,1987-01-01,,10001+,0.0,,United States,0.0,semiconductor,1985-01-01,,10001+,0.0,,United States,0.0,1
Greenply Industries Limited,Intel,semiconductor,2005-01-01,$100M to $500M,101-500,0.0,,India,0.0,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,1
Greenply Industries Limited,Oracle,semiconductor,2005-01-01,$100M to $500M,101-500,0.0,,India,0.0,semiconductor,1977-06-16,,10001+,0.0,1.0,United States,0.0,1
Helion Technology,Microchip Technology,semiconductor,1992-01-01,$1M,01-10,0.0,,United Kingdom,0.0,semiconductor,1989-01-01,,,0.0,,United States,0.0,1
Hermes-Epitek Corporation Pte Ltd,Lasertec Corporation,semiconductor,,,501-1000,0.0,,,0.0,semiconductor,,,,0.0,,Japan,0.0,1
Hermes-Epitek Corporation Pte Ltd,Benchmark Technologies,semiconductor,,,501-1000,0.0,,,0.0,electrical & electronics,,110000000000000.0,50.0,0.0,0.0,,0.0,1
Hermes-Epitek Corporation Pte Ltd,CyberOptics Corporation,semiconductor,,,501-1000,0.0,,,0.0,semiconductor,1984-01-01,$60.5M,101-500,0.0,,,0.0,1
Hitachi America Ltd.,Hitachi,semiconductor,,$10 - 24.9 Mil,01-10,0.0,,,0.0,semiconductor,1959-01-01,,,0.0,,Japan,0.0,1
Infineon Technologies,AVNET,semiconductor,1999-04-01,,10001+,0.0,,Germany,0.0,semiconductor,,,,,,United States,,1
Infineon Technologies,Arrow,semiconductor,1999-04-01,,10001+,0.0,,Germany,0.0,electrical & electronics,,,,,,United States,,1
Inicore  Inc,Abaco Systems,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,electrical & electronics,,1.005e+17,500.0,0.0,0.0,,0.0,1
Inicore  Inc,Boeing,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,semiconductor,,$153.1B,10001+,0.0,73.0,,0.0,1
Inicore  Inc,Cisco,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,electrical & electronics,,,,,,United States,,1
Inicore  Inc,Lantronix,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,electrical & electronics,,,,,,United States,,1
Inicore  Inc,Motorola,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,semiconductor,1928-09-25,,,0.0,,United States,0.0,1
Inicore  Inc,Open-Silicon,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,semiconductor,2003-01-01,$10M to $50M,101-500,0.0,5.0,United States,0.0,1
Inicore  Inc,Schlumberger,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,semiconductor,1926-01-01,,10001+,0.0,,United States,0.0,1
Inicore  Inc,Triscend,semiconductor,1997-01-01,,01-10,0.0,,United States,0.0,semiconductor,1997-01-01,,01-10,0.0,3.0,United States,0.0,1
Inomize Ltd,Inuitive,semiconductor,,,,0.0,,Israel,0.0,semiconductor,2012-01-01,,101-500,0.0,3.0,Israel,0.0,1
Inomize Ltd,Texas Instruments,semiconductor,,,,0.0,,Israel,0.0,semiconductor,1930-01-01,,10001+,0.0,,United States,0.0,1
Inomize Ltd,Samsung,semiconductor,,,,0.0,,Israel,0.0,electrical & electronics,,,,,,South Korea,,1
Inomize Verisense,Inuitive,semiconductor,,,,0.0,,,0.0,semiconductor,2012-01-01,,101-500,0.0,3.0,Israel,0.0,1
Inomize Verisense,ON Semiconductor,semiconductor,,,,0.0,,,0.0,semiconductor,1999-01-01,,10001+,0.0,,United States,0.0,1
Inomize Verisense,Intel,semiconductor,,,,0.0,,,0.0,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,1
Inomize Verisense,Samsung,semiconductor,,,,0.0,,,0.0,electrical & electronics,,,,,,South Korea,,1
Inomize Verisense,Qualcomm,semiconductor,,,,0.0,,,0.0,semiconductor,1985-01-01,,10001+,0.0,,United States,0.0,1
Integrated Circuit Solution,Canon,semiconductor,1990-01-01,,,0.0,,Taiwan,0.0,semiconductor,,,,,,Japan,,1
Integrated Circuit Solution,Applied Materials,semiconductor,1990-01-01,,,0.0,,Taiwan,0.0,semiconductor,1967-11-10,,5001-10000,0.0,1.0,United States,0.0,1
Intrinsity,Samsung,semiconductor,1997-01-01,,10001+,0.0,5.0,United States,0.0,electrical & electronics,,,,,,South Korea,,1
IntSemi Technologies Private Limited,Canon,semiconductor,,,51-100,0.0,,,0.0,semiconductor,,,,,,Japan,,1
IPClock Ltd,Hitachi,semiconductor,2005-06-01,,,0.0,,Israel,0.0,semiconductor,1959-01-01,,,0.0,,Japan,0.0,1
IPClock Ltd,AVNET,semiconductor,2005-06-01,,,0.0,,Israel,0.0,semiconductor,,,,,,United States,,1
Irida Labs S.A.,Cadence,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,semiconductor,,,,,,United States,,1
Irida Labs S.A.,nxp,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,semiconductor,,,,,,France,,1
Irida Labs S.A.,ARM,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,semiconductor,1990-11-01,,5001-10000,0.0,,United Kingdom,0.0,1
Irida Labs S.A.,Allwinner Technology,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,semiconductor,2007-01-01,$100M to $500M,51-100,0.0,,China,0.0,1
Irida Labs S.A.,Qualcomm,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,semiconductor,1985-01-01,,10001+,0.0,,United States,0.0,1
Irida Labs S.A.,Analog Devices,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,semiconductor,1965-01-01,,5001-10000,0.0,,United States,0.0,1
Irida Labs S.A.,CEVA,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,semiconductor,2002-01-01,,501-1000,0.0,,United States,0.0,1
Irida Labs S.A.,Arrow,semiconductor,2007-01-01,$1M to $10M,,0.0,,Greece,0.0,electrical & electronics,,,,,,United States,,1
ITM Semiconductor Co,Samsung SDI,semiconductor,,,,0.0,,,0.0,semiconductor,1970-01-20,$1B to $10B,1001-5000,0.0,,,0.0,1
Ittiam System (P) Ltd,Sony Electronics,semiconductor,,,,0.0,,,0.0,semiconductor,,,10001+,0.0,,United States,0.0,1
Jeeva Wireless,IEEE Spectrum,semiconductor,2015-01-01,$1M,11-50,0.0,1.0,United States,0.0,semiconductor,,,,0.0,,,0.0,1
Jeeva Wireless,Ansys,semiconductor,2015-01-01,$1M,11-50,0.0,1.0,United States,0.0,semiconductor,1970-01-01,,1001-5000,0.0,,United States,0.0,1
Kim Il-sung Fab,Siemens,semiconductor,,,,0.0,,,0.0,semiconductor,,,,0.0,,Germany,0.0,1
Kopin,Thales,semiconductor,1984-01-01,,101-500,0.0,1.0,United States,0.0,electrical & electronics,,,,,,France,,1
Kopin,Lenovo,semiconductor,1984-01-01,,101-500,0.0,1.0,United States,0.0,semiconductor,1984-01-01,,10001+,0.0,6.0,United States,0.0,1
Kopin,BAE Systems,semiconductor,1984-01-01,,101-500,0.0,1.0,United States,0.0,semiconductor,1997-01-01,,,0.0,,United States,0.0,1
Korea Sansho Shoji,Hitachi,semiconductor,,,,0.0,,,0.0,semiconductor,1959-01-01,,,0.0,,Japan,0.0,1
Korea Sansho Shoji,Samsung,semiconductor,,,,0.0,,,0.0,electrical & electronics,,,,,,South Korea,,1
Korea Sansho Shoji,Leeno Industrial Inc.,semiconductor,,,,0.0,,,0.0,semiconductor,,,,0.0,,,0.0,1
Korea Sansho Shoji,ROHM Semiconductor,semiconductor,,,,0.0,,,0.0,semiconductor,1958-09-17,$10M to $50M,101-500,0.0,,Japan,0.0,1
Lion Semiconductor Inc,SK Hynix,semiconductor,2013-01-01,$1M,01-10,0.0,1.0,United States,0.0,semiconductor,1983-02-01,,10001+,0.0,,,0.0,1
M31 Technology Corporation,Efinix,semiconductor,2001-01-01,$1M to $10M,11-50,0.0,,United States,0.0,semiconductor,2012-01-01,$1M to $10M,,0.0,5.0,United States,0.0,1
M31 Technology Corporation,TSMC,semiconductor,2001-01-01,$1M to $10M,11-50,0.0,,United States,0.0,semiconductor,1987-01-01,,10001+,0.0,,Taiwan,0.0,1
Micon Global,Mellanox Technologies,semiconductor,,,,0.0,,Israel,0.0,semiconductor,1999-01-01,,1001-5000,0.0,16.0,United States,0.0,1
Micon Global,DSP Group,semiconductor,,,,0.0,,Israel,0.0,semiconductor,1979-01-01,,101-500,0.0,,United States,0.0,1
Micon Global,Amimon,semiconductor,,,,0.0,,Israel,0.0,semiconductor,2004-01-01,,51-100,0.0,8.0,Israel,0.0,1
Microelectronics Technology Inc,Boeing,semiconductor,1983-01-01,$10M to $50M,,0.0,,Taiwan,0.0,semiconductor,,$153.1B,10001+,0.0,73.0,,0.0,1
Microelectronics Technology Inc,Schneider Electric,semiconductor,1983-01-01,$10M to $50M,,0.0,,Taiwan,0.0,semiconductor,,$100M to $500M,10001+,0.0,2.0,France,0.0,1
Microtips Technology,Mouser Electronics,semiconductor,1990-01-01,$1M to $10M,101-500,0.0,,United States,0.0,semiconductor,1964-01-01,$1M to $10M,5001-10000,0.0,,United States,0.0,1
Microtune,NetApp,semiconductor,1996-01-01,,,0.0,,United States,0.0,semiconductor,1992-01-01,,10001+,0.0,1.0,United States,0.0,1
MixSignal Design LLC,Tabula,semiconductor,,,,0.0,,,0.0,semiconductor,2003-01-01,,,0.0,,United States,0.0,1
MixSignal Design LLC,SiBEAM,semiconductor,,,,0.0,,,0.0,semiconductor,2004-12-01,,51-100,0.0,5.0,United States,0.0,1
MixSignal Design LLC,Teranetics,semiconductor,,,,0.0,,,0.0,semiconductor,2002-01-01,,51-100,0.0,7.0,United States,0.0,1
MixSignal Design LLC,Xilinx,semiconductor,,,,0.0,,,0.0,semiconductor,1984-01-01,,,0.0,,United States,0.0,1
MixSignal Design LLC,Toshiba,semiconductor,,,,0.0,,,0.0,electrical & electronics,,,,,,Japan,,1
NEWPORT WAFER FAB,International Rectifier,semiconductor,,,,0.0,,,0.0,semiconductor,1947-01-01,,1001-5000,0.0,,United States,0.0,1
NEWPORT WAFER FAB,Motorola,semiconductor,,,,0.0,,,0.0,semiconductor,1928-09-25,,,0.0,,United States,0.0,1
NEWPORT WAFER FAB,Samsung,semiconductor,,,,0.0,,,0.0,electrical & electronics,,,,,,South Korea,,1
NEWPORT WAFER FAB,STM,semiconductor,,,,0.0,,,0.0,semiconductor,,,,,,Switzerland,,1
Nichicon,Hewlett Packard,semiconductor,1950-08-01,,11-50,0.0,,United States,0.0,semiconductor,1939-01-01,,,0.0,,United States,0.0,1
Nichicon,Apple,semiconductor,1950-08-01,,11-50,0.0,,United States,0.0,semiconductor,1976-04-01,,,0.0,,United States,0.0,1
Nimbic,Texas Instruments,semiconductor,2006-06-01,,11-50,0.0,3.0,United States,0.0,semiconductor,1930-01-01,,10001+,0.0,,United States,0.0,1
Nimbic,Renesas,semiconductor,2006-06-01,,11-50,0.0,3.0,United States,0.0,electrical & electronics,,,,,,Japan,,1
Nimbic,Toshiba,semiconductor,2006-06-01,,11-50,0.0,3.0,United States,0.0,electrical & electronics,,,,,,Japan,,1
Nobug SRL,Broadcom,semiconductor,1999-01-01,,51-100,0.0,,Romania,0.0,semiconductor,1991-01-01,,10001+,0.0,1.0,United States,0.0,1
Nobug SRL,IBM,semiconductor,1999-01-01,,51-100,0.0,,Romania,0.0,semiconductor,1911-06-06,,,0.0,,United States,0.0,1
Nobug SRL,Texas Instruments,semiconductor,1999-01-01,,51-100,0.0,,Romania,0.0,semiconductor,1930-01-01,,10001+,0.0,,United States,0.0,1
Nobug SRL,Icera,semiconductor,1999-01-01,,51-100,0.0,,Romania,0.0,semiconductor,2002-04-01,,101-500,0.0,11.0,United Kingdom,0.0,1
Nobug SRL,Cadence,semiconductor,1999-01-01,,51-100,0.0,,Romania,0.0,semiconductor,,,,,,United States,,1
Nobug SRL,Cisco,semiconductor,1999-01-01,,51-100,0.0,,Romania,0.0,electrical & electronics,,,,,,United States,,1
Nobug SRL,Zoran,semiconductor,1999-01-01,,51-100,0.0,,Romania,0.0,semiconductor,1981-01-01,,5001-10000,0.0,,United States,0.0,1
Noesis Technologies,Ultra Electronics,semiconductor,2009-01-01,$1M to $10M,01-10,0.0,,Spain,0.0,electrical & electronics,,,,,,,,1
Noesis Technologies,PMC-Sierra,semiconductor,2009-01-01,$1M to $10M,01-10,0.0,,Spain,0.0,semiconductor,1983-01-01,,501-1000,0.0,1.0,United States,0.0,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",Xilinx,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,semiconductor,1984-01-01,,,0.0,,United States,0.0,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",Microchip,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,semiconductor,,,,,,United States,,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",Altera,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,semiconductor,1983-01-01,,1001-5000,0.0,,United States,0.0,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",nxp,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,semiconductor,,,,,,France,,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",HiSilicon,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,semiconductor,,$500M to $1B,,0.0,,China,0.0,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",TDK,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,semiconductor,1935-12-07,,10001+,0.0,,Japan,0.0,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",Samsung,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,electrical & electronics,,,,,,South Korea,,1
"NOVA TECHNOLOGY (HK) CO.,LTD.",Yageo,semiconductor,2008-01-01,US$1 Million - US$2.5 Million,101 - 200 ,0.0,,,0.0,semiconductor,,,1001-5000,0.0,,Taiwan,0.0,1
NVIDIA,Canon,semiconductor,1993-01-01,,5001-10000,0.0,4.0,United States,0.0,semiconductor,,,,,,Japan,,1
Obsidian Technology,TDK,semiconductor,1995-01-01,$20M,11-50,0.0,,,0.0,semiconductor,1935-12-07,,10001+,0.0,,Japan,0.0,1
Obsidian Technology,Intel,semiconductor,1995-01-01,$20M,11-50,0.0,,,0.0,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,1
Obsidian Technology,Microchip,semiconductor,1995-01-01,$20M,11-50,0.0,,,0.0,semiconductor,,,,,,United States,,1
Obsidian Technology,ARM,semiconductor,1995-01-01,$20M,11-50,0.0,,,0.0,semiconductor,1990-11-01,,5001-10000,0.0,,United Kingdom,0.0,1
Obsidian Technology,Broadcom,semiconductor,1995-01-01,$20M,11-50,0.0,,,0.0,semiconductor,1991-01-01,,10001+,0.0,1.0,United States,0.0,1
Obsidian Technology,Cadence,semiconductor,1995-01-01,$20M,11-50,0.0,,,0.0,semiconductor,,,,,,United States,,1
OMMIC,INFINEON,semiconductor,2000-01-01,,101-500,0.0,,France,0.0,electrical & electronics,,,,,,Germany,,1
OMMIC,Mitsubishi Electric,semiconductor,2000-01-01,,101-500,0.0,,France,0.0,semiconductor,1921-01-01,,101-500,0.0,,Japan,0.0,1
Omron Corporation,Yaskawa Electric Corporation,semiconductor,1933-05-10,,10001+,0.0,,Japan,0.0,semiconductor,1905-03-29,,10001+,0.0,10.0,Japan,0.0,1
Oxford Digital Limited,Cirrus Logic,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,,,0.0,semiconductor,1984-01-01,,5001-10000,0.0,,,0.0,1
Oxford Digital Limited,Dialog Semiconductor,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,,,0.0,semiconductor,1985-01-01,,1001-5000,0.0,,United Kingdom,0.0,1
Oxford Digital Limited,SMSC,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,,,0.0,semiconductor,1971-01-01,,501-1000,0.0,,United States,0.0,1
Oxford Digital Limited,Texas Instruments,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,,,0.0,semiconductor,1930-01-01,,10001+,0.0,,United States,0.0,1
Oxford Digital Limited,Yamaha,semiconductor,2007-01-01,$1M to $10M,11-50,0.0,,,0.0,semiconductor,,,,0.0,,United States,0.0,1
PacketMicro,Intel,semiconductor,,,01-10,0.0,,United States,0.0,semiconductor,1968-07-18,$10B+,10001+,0.0,2.0,United States,0.0,1
PacketMicro,Cisco,semiconductor,,,01-10,0.0,,United States,0.0,electrical & electronics,,,,,,United States,,1
PacketMicro,Apple,semiconductor,,,01-10,0.0,,United States,0.0,semiconductor,1976-04-01,,,0.0,,United States,0.0,1
PacketMicro,Microsoft,semiconductor,,,01-10,0.0,,United States,0.0,semiconductor,1975-04-04,,,0.0,,United States,0.0,1
PacketMicro,Boeing,semiconductor,,,01-10,0.0,,United States,0.0,semiconductor,,$153.1B,10001+,0.0,73.0,,0.0,1
PacketMicro,Samsung,semiconductor,,,01-10,0.0,,United States,0.0,electrical & electronics,,,,,,South Korea,,1
PacketMicro,nxp,semiconductor,,,01-10,0.0,,United States,0.0,semiconductor,,,,,,France,,1
PacketMicro,Broadcom,semiconductor,,,01-10,0.0,,United States,0.0,semiconductor,1991-01-01,,10001+,0.0,1.0,United States,0.0,1
PacketMicro,NVIDIA,semiconductor,,,01-10,0.0,,United States,0.0,semiconductor,1993-01-01,,5001-10000,0.0,4.0,United States,0.0,1
Paltek Corporation,Mitsubishi Electric Corporation,semiconductor,1982-01-01,,,0.0,,Japan,0.0,electrical & electronics,,,,,,,,1
Paltek Corporation,Olympus,semiconductor,1982-01-01,,,0.0,,Japan,0.0,semiconductor,,$7.7M,10001+,0.0,,Japan,0.0,1
Pentek,BAE Systems,semiconductor,1986-01-01,,51-100,0.0,,United States,0.0,semiconductor,1997-01-01,,,0.0,,United States,0.0,1
Pentek,Boeing,semiconductor,1986-01-01,,51-100,0.0,,United States,0.0,semiconductor,,$153.1B,10001+,0.0,73.0,,0.0,1
Pentek,MIT Lincoln Laboratory,semiconductor,1986-01-01,,51-100,0.0,,United States,0.0,semiconductor,,,,0.0,,United States,0.0,1
Polymer Holding Corporation,Teledyne Technologies,semiconductor,1979-01-01,$10M to $50M,51-100,0.0,1.0,United States,0.0,semiconductor,1960-01-01,,5001-10000,0.0,,United States,0.0,1
Polymer Holding Corporation,Siemens,semiconductor,1979-01-01,$10M to $50M,51-100,0.0,1.0,United States,0.0,semiconductor,,,,0.0,,Germany,0.0,1
Polymer Holding Corporation,Applied Materials,semiconductor,1979-01-01,$10M to $50M,51-100,0.0,1.0,United States,0.0,semiconductor,1967-11-10,,5001-10000,0.0,1.0,United States,0.0,1
PowerTrends,Wartsila,semiconductor,1996-01-01,,101-500,0.0,,United States,0.0,electrical & electronics,,1050000000000000.0,10001.0,0.0,0.0,,1.0,1
R. R. Logic Systems,AMD,semiconductor,,,,0.0,,,0.0,semiconductor,,,,0.0,,,0.0,1
R. R. Logic Systems,Microchip,semiconductor,,,,0.0,,,0.0,semiconductor,,,,,,United States,,1
Rachip,Kodak,semiconductor,2007-01-01,$10M to $50M,51-100,0.0,,Israel,0.0,semiconductor,,,10001+,0.0,,United States,0.0,1
